54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,57,58,-1,31,42,43,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,62,63,65,-1,42,43
63,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,-1,-1,-1,52,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,57,58,-1,-1,52,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,54,55,-1,-1,-1,-1,52,54
-1,-1,46,47,48,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,52,54,55,-1,-1,28,-1,-1,-1,62,63,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,66,57,57,68,-1,-1,62,63,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,63,65,31,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,62,63,65,-1,46,47,48,62,63
-1,-1,56,57,58,-1,-1,30,-1,-1,-1,30,-1,-1,-1,62,63,65,-1,-1,30,-1,-1,-1,30,-1,28,-1,-1,-1,-1,-1,42,43,45,-1,-1,29,-1,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,-1,28,-1,-1,28,-1,-1,52,54,55,-1,29,-1,-1,-1,31,-1,56,57,58,-1,-1
-1,-1,66,67,68,-1,28,46,47,48,-1,29,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,29,-1,-1,-1,-1,52,54,55,-1,-1,-1,-1,-1,-1,-1,56,58,-1,30,29,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,52,54,55,29,-1,-1,-1,-1,30,-1,-1,-1,-1,62,63,65,30,-1,46,47,48,-1,-1,66,67,68,-1,28
-1,-1,-1,-1,-1,-1,-1,56,57,58,-1,-1,-1,-1,30,-1,-1,-1,-1,28,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,62,63,65,28,29,-1,-1,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,62,63,65,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,58,-1,-1,-1,-1,28,-1,29
-1,-1,-1,-1,28,-1,-1,66,67,68,-1,-1,46,47,48,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,46,47,47,47,48,-1,30,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,56,58,-1,-1,-1,-1,30,-1,-1,28,-1,-1,-1,-1,46,47,47,47,48,30,-1,-1,-1,-1,-1,-1,-1,-1,46,47,48,-1,-1,66,67,68,-1,-1,-1,-1,29,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,56,57,58,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,28,-1,-1,-1,-1,28,-1,-1,-1,-1,56,58,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1
-1,46,47,47,47,48,-1,42,43,45,-1,-1,66,67,68,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,56,58,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,68,-1,-1,-1,-1,28,-1,46,47,47,47,48,-1
-1,56,57,57,57,58,-1,52,54,55,29,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,31,-1,56,57,57,57,58,-1,-1,42,43,45,-1,-1,-1,28,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,29,-1,-1,56,57,57,57,58,-1
-1,56,57,57,57,58,-1,62,63,65,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,67,67,68,31,-1,52,54,55,-1,-1,-1,-1,-1,-1,-1,56,58,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,67,67,68,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,56,57,57,57,58,-1
28,56,57,57,57,58,-1,-1,-1,-1,46,47,48,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,31,-1,-1,-1,29,-1,-1,-1,62,63,65,-1,-1,-1,-1,-1,-1,-1,56,58,-1,-1,30,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,47,48,-1,-1,-1,-1,56,57,57,57,58,-1
-1,66,67,67,67,68,-1,-1,-1,31,56,57,58,-1,29,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,31,29,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,28,-1,-1,56,58,-1,-1,-1,-1,31,-1,-1,-1,-1,30,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,56,57,58,-1,-1,-1,-1,66,67,67,67,68,-1
-1,-1,-1,-1,-1,-1,30,-1,-1,-1,66,67,68,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,31,-1,30,-1,-1,28,-1,66,67,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,31
28,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,30,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,31,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,30,-1,-1,-1,30,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,42,43,43,43,43,43,44,43,45,-1,29,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,29,-1,56,58,-1,29,30,-1,-1,-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,42,43,45,31,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,46,47,48,-1,-1,42,43,45,-1,-1,-1,52,54,54,54,54,54,54,54,54,45,-1,-1,-1,-1,28,-1,46,47,47,47,48,-1,-1,56,58,31,-1,46,47,47,47,48,-1,-1,-1,28,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,46,47,48,-1,52,54,55,-1,-1,-1,-1
-1,-1,-1,-1,31,-1,-1,-1,56,57,58,-1,-1,52,54,55,30,-1,-1,52,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,56,58,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,31,-1,31,-1,56,57,58,-1,62,63,65,-1,-1,-1,-1
-1,29,-1,-1,-1,31,-1,-1,66,67,68,-1,31,62,63,65,-1,-1,-1,62,63,64,63,63,63,64,54,54,55,-1,31,-1,-1,-1,-1,56,57,57,57,58,-1,-1,56,58,-1,-1,56,57,57,57,58,-1,-1,29,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,68,-1,-1,-1,30,-1,-1,-1,31
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,54,65,-1,-1,-1,-1,-1,-1,56,57,57,57,58,-1,-1,56,58,-1,-1,56,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,30,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,30,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,30,-1,-1,62,65,-1,-1,-1,-1,-1,-1,-1,66,67,67,67,68,-1,-1,56,58,-1,29,66,67,67,67,68,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,29,-1,28,-1
-1,-1,-1,-1,-1,-1,46,47,48,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,30,-1,-1,30,-1,-1,-1,28,31,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,47,48,-1,-1,-1,-1,-1,-1
-1,-1,-1,31,-1,-1,56,57,57,48,-1,-1,-1,30,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,31,-1,-1,-1,-1,-1,46,57,57,48,31,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,28,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,46,57,57,58,-1,-1,-1,30,-1,-1
42,43,45,-1,-1,-1,56,57,57,57,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,57,57,57,57,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,57,57,57,58,-1,-1,-1,-1,-1,-1
52,54,55,-1,-1,-1,56,57,57,57,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,57,57,57,57,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,57,57,57,58,-1,28,-1,-1,-1,-1
62,63,65,-1,-1,-1,56,57,57,68,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,57,57,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,-1,-1,-1,-1,-1,-1,42,43,45,-1,-1,29,-1,66,57,57,58,-1,-1,29,-1,-1,-1
-1,-1,31,-1,-1,-1,66,67,68,-1,-1,-1,31,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,56,58,-1,29,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,28,52,54,55,-1,28,-1,-1,-1,-1,-1,-1,52,54,55,-1,-1,-1,-1,-1,66,67,68,-1,-1,-1,-1,31,-1
